policy_id,customer_id,agent_id,policy_type,sum_assured,premium_amount,premium_frequency,start_date,end_date,status
POL003807,CUST000089,AGT0043,Endowment,2000000,26606.1,Yearly,2022-09-24,2032-09-24,Active
POL003808,CUST000089,AGT0048,Whole Life,1000000,27400.17,Yearly,2025-11-06,2055-11-06,Active
POL003809,CUST000089,AGT0041,ULIP,2000000,19290.12,Quarterly,2024-02-22,2049-02-22,Surrendered
POL003810,CUST000653,AGT0036,Endowment,10000000,147717.88,Half-Yearly,2024-12-05,2054-12-05,Active
POL003811,CUST002701,AGT0059,Endowment,2000000,4520.65,Monthly,2022-11-20,2052-11-20,Matured
POL003812,CUST002701,AGT0006,Term,5000000,39646.4,Quarterly,2023-12-10,2038-12-10,Surrendered
POL003813,CUST001226,AGT0056,Endowment,10000000,63282.15,Quarterly,2022-06-24,2037-06-24,Lapsed
POL003814,CUST001226,AGT0047,Whole Life,1000000,7639.02,Quarterly,2024-02-18,2044-02-18,Active
POL003815,CUST001605,AGT0035,Money Back,1500000,15781.28,Half-Yearly,2022-04-02,2042-04-02,Active
POL003816,CUST002980,AGT0004,ULIP,5000000,15707.68,Quarterly,2022-11-29,2052-11-29,Lapsed
POL003817,CUST001997,AGT0033,ULIP,2000000,2681.79,Monthly,2022-05-05,2037-05-05,Matured
POL003818,CUST001997,AGT0040,Endowment,2000000,9895.75,Quarterly,2026-04-21,2051-04-21,Active
POL003819,CUST000734,AGT0054,Whole Life,5000000,104043.43,Yearly,2025-02-25,2055-02-25,Active
POL003820,CUST000216,AGT0048,Money Back,-10000000,31928.39,Quarterly,2046-08-14,2021-08-14,Active
POL003821,CUST000216,AGT0059,ULIP,500000,7589.29,Yearly,2023-02-03,2053-02-03,Active
POL003822,CUST003187,AGT0044,Whole Life,1500000,17360.71,Half-Yearly,2023-11-18,2038-11-18,Active
POL003823,CUST003001,AGT0035,Money Back,1000000,2274.88,Monthly,2025-07-23,2040-07-23,Matured
POL003824,CUST000863,AGT0014,Money Back,5000000,120024.61,Yearly,2026-01-28,2046-01-28,Matured
POL003825,CUST003161,AGT0025,Term,2000000,5246.69,Quarterly,2024-03-01,2039-03-01,Active
POL003826,CUST003453,AGT0014,Whole Life,1000000,6356.12,Quarterly,2022-01-09,2047-01-09,Active
POL003827,CUST003438,AGT0051,Whole Life,1500000,3183.38,Monthly,2022-05-02,2052-05-02,Lapsed
POL003828,CUST003438,AGT0016,Whole Life,1500000,3618.83,Monthly,2022-05-30,2052-05-30,Active
POL003829,CUST000241,AGT0045,Endowment,10000000,95708.88,Quarterly,2023-04-27,2033-04-27,Active
POL003830,CUST001543,AGT0010,Whole Life,1000000,15367.71,Yearly,2022-03-11,2047-03-11,Lapsed
POL003831,CUST002885,AGT0041,ULIP,1500000,2337.89,Monthly,2023-10-06,2043-10-06,Active
POL003832,CUST001194,AGT0049,Money Back,2000000,18425.97,Quarterly,2022-08-30,2037-08-30,Active
POL003833,CUST002028,AGT0050,Term,5000000,61969.82,Yearly,2022-01-07,2042-01-07,Active
POL003834,CUST002028,AGT0001,Whole Life,10000000,12899.74,Monthly,2024-05-01,2034-05-01,Active
POL003835,CUST003381,AGT0013,Money Back,500000,8927.7,Yearly,2023-02-13,2033-02-13,Lapsed
POL003836,CUST001960,AGT0002,Money Back,500000,4630.72,Quarterly,2023-07-22,2048-07-22,Active
POL003837,CUST003982,AGT0060,Whole Life,5000000,48958.72,Half-Yearly,2021-11-14,2051-11-14,Active
POL003838,CUST002894,AGT0044,Endowment,500000,2919.84,Half-Yearly,2025-01-08,2050-01-08,Active
POL003839,CUST001121,AGT0055,Endowment,5000000,25495.44,Quarterly,2025-01-23,2055-01-23,Lapsed
POL003840,CUST000506,AGT0040,Whole Life,500000,1275.44,Monthly,2023-02-10,2033-02-10,Lapsed
POL003841,CUST000506,AGT0023,Money Back,1500000,6493.68,Quarterly,2022-02-10,2032-02-10,Lapsed
POL003842,CUST003395,AGT0015,Term,2000000,25657.16,Yearly,2025-06-18,2050-06-18,Active
POL003843,CUST002058,AGT0021,Endowment,500000,735.07,Monthly,2022-11-01,2047-11-01,Active
POL003844,CUST002058,AGT0036,ULIP,1500000,10082.7,Quarterly,2021-07-24,2031-07-24,Lapsed
POL003845,CUST003583,AGT0033,ULIP,5000000,12717.0,Quarterly,2023-12-29,2038-12-29,Lapsed
POL003846,CUST001312,AGT0044,Money Back,500000,1428.34,Quarterly,2022-04-19,2042-04-19,Active
POL003847,CUST001312,AGT0008,ULIP,1000000,36188.18,Yearly,2023-09-23,2033-09-23,Active
POL003848,CUST001312,AGT0055,Endowment,2000000,29974.67,Yearly,2022-12-05,2052-12-05,Surrendered
POL003849,CUST000141,AGT0005,Term,2000000,9178.36,Quarterly,2025-02-05,2040-02-05,Matured
POL003850,CUST002880,AGT0049,Money Back,1500000,2176.49,Monthly,2025-05-16,2040-05-16,Surrendered
POL003851,CUST003122,AGT0010,Term,10000000,175180.74,Yearly,2022-10-06,2037-10-06,Active
POL003852,CUST000362,AGT0060,Endowment,5000000,47176.59,Half-Yearly,2025-12-09,2040-12-09,Lapsed
POL003853,CUST000362,AGT0038,Endowment,2000000,17706.72,Half-Yearly,2024-03-02,2049-03-02,Active
POL003854,CUST003444,AGT0034,Money Back,1500000,1966.54,Monthly,2025-04-12,2055-04-12,Surrendered
POL003855,CUST002464,AGT0038,ULIP,-500000,14830.41,Yearly,2025-04-05,2045-04-05,Lapsed
POL003856,CUST001867,AGT0018,Money Back,1500000,29428.44,Half-Yearly,2021-08-21,2031-08-21,Lapsed
POL003857,CUST003690,AGT0008,Money Back,2000000,27536.54,Half-Yearly,2023-01-06,2033-01-06,Lapsed
POL003858,CUST003690,AGT0040,Money Back,1000000,24646.8,Yearly,2021-09-18,2036-09-18,Active
POL003859,CUST002679,AGT0007,ULIP,1500000,40757.45,Yearly,2023-09-27,2043-09-27,Active
POL003860,CUST000897,AGT0013,Whole Life,500000,8905.83,Half-Yearly,2024-01-11,2049-01-11,Active
POL003861,CUST001216,AGT0022,ULIP,2000000,37460.7,Half-Yearly,2024-01-01,2054-01-01,Active
POL003862,CUST001216,AGT0026,Whole Life,1000000,16711.0,Half-Yearly,2024-06-04,2049-06-04,Active
POL003863,CUST000593,AGT0050,Term,2000000,10906.37,Quarterly,2024-05-05,2039-05-05,Lapsed
POL003864,CUST001295,AGT0001,Whole Life,1500000,3825.15,Quarterly,2022-12-21,2032-12-21,Active
POL003865,CUST001480,AGT0051,Money Back,5000000,25834.63,Quarterly,2024-08-21,2039-08-21,Matured
POL003866,CUST002205,AGT0050,Money Back,10000000,15986.74,Monthly,2023-06-16,2043-06-16,Active
POL003867,CUST000038,AGT0031,Whole Life,500000,14115.51,Yearly,2025-01-24,2040-01-24,Lapsed
POL003868,CUST001620,AGT0060,ULIP,1000000,26819.16,Yearly,2023-11-20,2048-11-20,Matured
POL003869,CUST001620,AGT0005,Term,1000000,15888.96,Yearly,2023-10-23,2033-10-23,Active
POL003870,CUST001620,AGT0016,Whole Life,1500000,26270.12,Half-Yearly,2025-05-19,2040-05-19,Active
POL003871,CUST002420,AGT0033,Whole Life,2000000,14147.21,Quarterly,2023-11-12,2043-11-12,Matured
POL003872,CUST002465,AGT0023,Money Back,1000000,9672.39,Quarterly,2024-04-03,2034-04-03,Lapsed
POL003873,CUST002719,AGT0023,ULIP,1000000,2138.13,Monthly,2023-06-13,2048-06-13,Active
POL003874,CUST000518,AGT0006,Money Back,5000000,23385.49,Quarterly,2025-09-23,2050-09-23,Matured
POL003875,CUST001872,AGT0047,Money Back,5000000,59147.29,Half-Yearly,2022-09-07,2047-09-07,Active
POL003876,CUST001496,AGT0003,Whole Life,2000000,32825.53,Half-Yearly,2021-11-14,2031-11-14,Surrendered
POL003877,CUST001736,AGT0051,Whole Life,2000000,4682.44,Monthly,2023-07-04,2053-07-04,Active
POL003878,CUST001590,AGT0050,ULIP,5000000,84952.16,Yearly,2024-12-25,2049-12-25,Active
POL003879,CUST000778,AGT0058,Endowment,10000000,16911.41,Monthly,2022-11-29,2042-11-29,Active
POL003880,CUST000778,AGT0048,Whole Life,5000000,15698.08,Monthly,2022-09-04,2052-09-04,Active
POL003881,CUST002194,AGT0057,Term,10000000,114397.19,Half-Yearly,2023-11-26,2048-11-26,Active
POL003882,CUST002417,AGT0051,Whole Life,10000000,30779.4,Monthly,2025-06-30,2040-06-30,Active
POL003883,CUST000254,AGT0012,Whole Life,500000,900.67,Monthly,2024-04-10,2049-04-10,Active
POL003884,CUST001274,AGT0022,Endowment,1500000,1370.19,Monthly,2023-09-15,2033-09-15,Active
POL003885,CUST003315,AGT0010,Money Back,10000000,379913.38,Yearly,2022-01-19,2047-01-19,Active
POL003886,CUST003019,AGT0050,Whole Life,10000000,22164.01,Monthly,2024-09-08,2039-09-08,Active
POL003887,CUST002364,AGT0037,Term,1000000,18676.94,Half-Yearly,2024-01-04,2049-01-04,Active
POL003888,CUST001558,AGT0007,Money Back,500000,5387.5,Yearly,2025-02-15,2055-02-15,Active
POL003889,CUST001558,AGT0046,ULIP,10000000,181350.17,Half-Yearly,2025-03-12,2055-03-12,Active
POL003890,CUST001558,AGT0008,Endowment,500000,2959.0,Quarterly,2022-07-12,2042-07-12,Active
POL003891,CUST001284,AGT0028,ULIP,5000000,53269.78,Yearly,2023-02-04,2048-02-04,Lapsed
POL003892,CUST000522,AGT0001,ULIP,1500000,2266.19,Monthly,2022-11-18,2052-11-18,Active
POL003893,CUST000522,AGT0003,Term,10000000,27941.93,Monthly,2022-02-26,2042-02-26,Active
POL003894,CUST001507,AGT0050,Term,500000,9767.43,Half-Yearly,2024-11-28,2049-11-28,Active
POL003895,CUST002347,AGT0047,Whole Life,1000000,25721.64,Yearly,2022-04-21,2052-04-21,Active
POL003896,CUST002347,AGT0048,Money Back,5000000,36540.16,Half-Yearly,2025-08-10,2045-08-10,Matured
POL003897,CUST002347,AGT0010,ULIP,1500000,40907.54,Yearly,2024-09-29,2054-09-29,Lapsed
POL003898,CUST000476,AGT0027,ULIP,500000,15344.8,Yearly,2025-05-24,2055-05-24,Lapsed
POL003899,CUST000476,AGT0054,ULIP,1500000,18946.41,Half-Yearly,2024-11-19,2049-11-19,Lapsed
POL003900,CUST000771,AGT0021,Endowment,10000000,31089.8,Monthly,2021-11-05,2046-11-05,Lapsed
POL003901,CUST002426,AGT0051,Money Back,10000000,147133.91,Half-Yearly,2022-02-02,2037-02-02,Active
POL003902,CUST003034,,Whole Life,2000000,15851.19,Half-Yearly,2024-07-12,2034-07-12,Active
POL003903,CUST000366,AGT0011,Whole Life,1500000,2214.44,Monthly,2023-01-14,2038-01-14,Surrendered
POL003904,CUST000457,AGT0044,Term,500000,667.89,Monthly,2022-11-16,2042-11-16,Active
POL003905,CUST001192,AGT0029,Whole Life,2000000,12204.45,Quarterly,2023-03-01,2043-03-01,Surrendered
POL003906,CUST003149,AGT0048,Endowment,2000000,26155.15,Yearly,2024-06-18,2054-06-18,Active
POL003907,CUST001062,AGT0037,Term,2000000,19993.71,Quarterly,2022-08-21,2042-08-21,Active
POL003908,CUST001062,AGT0032,Money Back,500000,3168.95,Quarterly,2024-06-17,2044-06-17,Active
POL003909,CUST001062,AGT0057,Whole Life,2000000,18993.84,Quarterly,2025-04-13,2050-04-13,Active
POL003910,CUST000916,AGT0041,Endowment,10000000,86986.2,Half-Yearly,2023-07-08,2043-07-08,Active
POL003911,CUST000956,AGT0018,Endowment,5000000,63270.63,Half-Yearly,2024-01-02,2034-01-02,Surrendered
POL003912,CUST000956,AGT0052,Whole Life,1000000,11625.37,Yearly,2025-12-11,2045-12-11,Active
POL003913,CUST000956,AGT0002,Whole Life,5000000,12692.33,Monthly,2026-04-16,2041-04-16,Active
POL003914,CUST001790,AGT0059,Term,1500000,3736.71,Monthly,2021-10-31,2041-10-31,Active
POL003915,CUST002631,AGT0010,ULIP,500000,8396.53,Yearly,2022-11-10,2052-11-10,Matured
POL003916,CUST003653,AGT0021,Term,10000000,231715.78,Yearly,2021-11-15,2046-11-15,Active
POL003917,CUST003653,AGT0018,ULIP,10000000,85146.76,Half-Yearly,2022-10-06,2032-10-06,Active
POL003918,CUST001564,AGT0011,Term,10000000,83188.2,Half-Yearly,2021-10-14,2046-10-14,Active
POL003919,CUST003015,AGT0024,Money Back,10000000,19992.38,Monthly,2024-08-24,2049-08-24,Lapsed
POL003920,CUST003015,AGT0012,Money Back,500000,1608.63,Monthly,2022-01-22,2037-01-22,Active
POL003921,CUST003920,AGT0024,Whole Life,2000000,37796.75,Yearly,2025-09-06,2055-09-06,Active
POL003922,CUST002939,AGT0023,Term,1500000,2901.75,Monthly,2023-07-13,2033-07-13,Surrendered
POL003923,CUST001545,AGT0036,Whole Life,500000,3585.85,Quarterly,2025-10-29,2045-10-29,Active
POL003924,CUST003230,AGT0060,Whole Life,1500000,1725.15,Monthly,2023-04-06,2043-04-06,Active
POL003925,CUST002638,AGT0021,Money Back,10000000,296740.11,Yearly,2024-10-06,2054-10-06,Matured
POL003926,CUST002461,AGT0025,Money Back,1000000,4852.31,Quarterly,2024-03-15,2049-03-15,Active
POL003927,CUST003874,AGT0049,ULIP,10000000,17488.45,Monthly,2025-09-04,2045-09-04,Active
POL003928,CUST000917,AGT0057,Whole Life,10000000,29983.31,Monthly,2025-08-13,2045-08-13,Active
POL003929,CUST000917,AGT0012,Money Back,1500000,12402.29,Half-Yearly,2023-04-25,2053-04-25,Lapsed
POL003930,CUST000917,AGT0042,Whole Life,1000000,17108.52,Half-Yearly,2022-01-10,2042-01-10,Active
POL003931,CUST001364,AGT0018,Term,5000000,153157.66,Yearly,2023-08-16,2048-08-16,Active
POL003932,CUST003345,AGT0045,Term,2000000,24616.71,Yearly,2024-01-17,2044-01-17,Active
POL003933,CUST000371,AGT0044,Whole Life,1500000,12889.59,Quarterly,2023-02-20,2038-02-20,Active
POL003934,CUST000371,AGT0018,ULIP,2000000,6567.79,Monthly,2026-02-12,2036-02-12,Active
POL003935,CUST002016,AGT0018,Term,1000000,12169.05,Yearly,2025-07-20,2055-07-20,Active
POL003936,CUST003724,AGT0020,Money Back,5000000,29278.9,Quarterly,2023-04-22,2043-04-22,Lapsed
POL003937,CUST003748,AGT0016,Term,1000000,2052.17,Monthly,2023-01-31,2048-01-31,Matured
POL003938,CUST003253,AGT0039,Term,5000000,63623.88,Half-Yearly,2025-04-22,2035-04-22,Lapsed
POL003939,CUST000505,AGT0013,ULIP,10000000,21995.98,Monthly,2022-11-07,2052-11-07,Active
POL003940,CUST000505,AGT0048,Endowment,1500000,29864.31,Half-Yearly,2022-04-06,2032-04-06,Active
POL003941,CUST001056,AGT0047,Term,1500000,7589.34,Quarterly,2025-04-10,2050-04-10,Active
POL003942,CUST002946,AGT0050,Whole Life,5000000,12101.21,Monthly,2025-06-03,2055-06-03,Surrendered
POL003943,CUST002946,AGT0027,Endowment,500000,15524.83,Yearly,2023-08-08,2033-08-08,Active
POL003944,CUST000903,AGT0058,Endowment,10000000,93444.26,Quarterly,2022-02-17,2032-02-17,Matured
POL003945,CUST001149,AGT0044,Whole Life,2000000,12585.8,Quarterly,2025-03-15,2045-03-15,Active
POL003946,CUST000458,AGT0030,ULIP,5000000,27370.21,Quarterly,2025-08-27,2055-08-27,Active
POL003947,CUST000458,AGT0021,ULIP,5000000,68859.1,Half-Yearly,2022-03-12,2052-03-12,Lapsed
POL003948,CUST001338,AGT0047,Endowment,2000000,5007.31,Quarterly,2025-08-27,2035-08-27,Active
POL003949,CUST000657,AGT0008,Whole Life,1500000,18647.32,Half-Yearly,2022-05-05,2047-05-05,Matured
POL003950,CUST000657,AGT0041,Whole Life,2000000,71037.25,Yearly,2024-09-17,2044-09-17,Matured
POL003951,CUST001782,AGT0060,Term,1500000,26610.7,Half-Yearly,2023-05-17,2053-05-17,Active
POL003952,CUST000433,AGT0025,Whole Life,1500000,27180.15,Yearly,2023-05-01,2033-05-01,Active
POL003953,CUST000367,AGT0002,Money Back,1500000,12399.71,Quarterly,2022-08-04,2037-08-04,Lapsed
POL003954,CUST002867,AGT0012,Endowment,1500000,32349.67,Yearly,2023-04-06,2053-04-06,Active
POL003955,CUST003086,AGT0024,Endowment,10000000,172211.49,Half-Yearly,2026-04-06,2056-04-06,Matured
POL003956,CUST003303,AGT0021,ULIP,5000000,10466.48,Monthly,2022-10-04,2047-10-04,Active
POL003957,CUST000867,AGT0015,Endowment,5000000,91338.42,Half-Yearly,2022-05-12,2037-05-12,Active
POL003958,CUST000867,AGT0034,ULIP,1500000,11347.45,Quarterly,2022-07-12,2042-07-12,Active
POL003959,CUST000997,AGT0024,Money Back,5000000,13069.16,Quarterly,2022-09-03,2032-09-03,Active
POL003960,CUST000987,AGT0028,Endowment,1000000,34307.06,Yearly,2024-11-07,2044-11-07,Surrendered
POL003961,CUST002215,AGT0022,Endowment,1000000,3121.81,Quarterly,2024-05-29,2049-05-29,Active
POL003962,CUST003364,AGT0049,ULIP,500000,3548.83,Quarterly,2021-07-21,2051-07-21,Active
POL003963,CUST000280,AGT0060,ULIP,10000000,12358.31,Monthly,2025-07-09,2050-07-09,Surrendered
POL003964,CUST000280,AGT0044,Endowment,5000000,14927.84,Monthly,2023-06-03,2033-06-03,Active
POL003965,CUST000280,AGT0009,Term,2000000,20885.64,Half-Yearly,2023-08-15,2038-08-15,Matured
POL003966,CUST001913,AGT0014,Money Back,1500000,25044.44,Yearly,2025-04-06,2045-04-06,Active
POL003967,CUST001913,AGT0014,ULIP,500000,3579.82,Quarterly,2024-04-30,2044-04-30,Active
POL003968,CUST002248,AGT0030,Endowment,10000000,351393.75,Yearly,2023-09-07,2033-09-07,Lapsed
POL003969,CUST002757,AGT0031,Term,2000000,77582.12,Yearly,2023-07-06,2048-07-06,Active
POL003970,CUST002757,AGT0001,Endowment,500000,1244.0,Monthly,2024-04-30,2034-04-30,Active
POL003971,CUST001235,AGT0002,Money Back,1500000,53078.3,Yearly,2025-07-08,2040-07-08,Active
POL003972,CUST002040,AGT0042,Money Back,2000000,67150.89,Yearly,2024-05-09,2049-05-09,Lapsed
POL003973,CUST002040,AGT0015,Endowment,1000000,3499.38,Quarterly,2024-09-10,2044-09-10,Active
POL003974,CUST000524,AGT0031,Endowment,1000000,5200.63,Quarterly,2025-06-13,2045-06-13,Lapsed
POL003975,CUST000524,AGT0022,Whole Life,1000000,17567.62,Yearly,2025-01-20,2050-01-20,Active
POL003976,CUST000131,AGT0060,Term,10000000,78005.19,Half-Yearly,2022-04-04,2052-04-04,Active
POL003977,CUST003808,AGT0015,ULIP,2000000,15664.63,Quarterly,2022-02-10,2032-02-10,Active
POL003978,CUST003896,AGT0020,Whole Life,10000000,262606.02,Yearly,2025-11-19,2055-11-19,Active
POL003979,CUST002343,AGT0045,Term,10000000,199367.69,Yearly,2023-04-30,2043-04-30,Lapsed
POL003980,CUST003637,AGT0057,Money Back,1000000,11706.11,Half-Yearly,2022-08-22,2042-08-22,Active
POL003981,CUST003637,AGT0042,Whole Life,5000000,32233.42,Quarterly,2023-03-31,2038-03-31,Active
POL003982,CUST000587,AGT0043,Endowment,1500000,18654.62,Yearly,2026-03-07,2046-03-07,Active
POL003983,CUST002917,AGT0029,Whole Life,5000000,161919.57,Yearly,2025-01-28,2045-01-28,Active
POL003984,CUST002917,AGT0059,Money Back,10000000,164574.78,Yearly,2025-08-18,2035-08-18,Active
POL003985,CUST000800,AGT0051,Endowment,5000000,83520.1,Half-Yearly,2026-02-25,2046-02-25,Active
POL003986,CUST001204,AGT0041,Term,500000,8112.42,Half-Yearly,2022-09-17,2052-09-17,Active
POL003987,CUST003410,AGT0037,Term,500000,5954.7,Half-Yearly,2023-03-05,2053-03-05,Active
POL003988,CUST003008,AGT0050,Whole Life,10000000,365002.3,Yearly,2022-11-12,2037-11-12,Active
POL003989,CUST003752,AGT0041,Money Back,2000000,5206.67,Monthly,2025-05-03,2050-05-03,Active
POL003990,CUST003752,AGT0002,Endowment,1000000,2208.68,Monthly,2021-11-17,2031-11-17,Active
POL003991,CUST003752,AGT0027,Term,500000,3142.29,Quarterly,2022-06-16,2042-06-16,Active
POL003992,CUST002866,AGT0022,Whole Life,1000000,1637.86,Monthly,2021-07-14,2041-07-14,Active
POL003993,CUST002697,AGT0051,Money Back,500000,11679.57,Yearly,2025-12-25,2055-12-25,Active
POL003994,CUST001951,AGT0023,Term,10000000,8372.46,Monthly,2024-02-26,2054-02-26,Active
POL003995,CUST003663,AGT0044,Whole Life,1000000,7442.19,Quarterly,2023-04-27,2043-04-27,Active
POL003996,CUST000334,AGT0009,ULIP,10000000,227061.75,Yearly,2022-07-15,2052-07-15,Lapsed
POL003997,CUST000334,AGT0023,Money Back,1500000,13351.66,Quarterly,2024-05-05,2054-05-05,Matured
POL003998,CUST002510,AGT0042,Term,5000000,40360.33,Quarterly,2022-02-12,2047-02-12,Active
POL003999,CUST003560,AGT0024,ULIP,1000000,8480.21,Half-Yearly,2025-04-19,2040-04-19,Active
POL004000,CUST001640,AGT0053,Whole Life,2000000,8760.36,Quarterly,2023-01-29,2048-01-29,Lapsed
POL004001,CUST001985,AGT0001,ULIP,5000000,28606.61,Half-Yearly,2024-10-15,2049-10-15,Lapsed
POL004002,CUST002486,AGT0031,Money Back,2000000,2950.47,Monthly,2026-02-13,2056-02-13,Active
POL004003,CUST000957,AGT0037,Endowment,5000000,62800.86,Yearly,2024-09-27,2034-09-27,Lapsed
POL004004,CUST001820,AGT0039,Whole Life,1500000,54932.53,Yearly,2024-03-26,2049-03-26,Surrendered
POL004005,CUST003616,AGT0011,ULIP,2000000,3963.98,Monthly,2025-04-26,2040-04-26,Lapsed
POL004006,CUST003616,,ULIP,1000000,22695.86,Yearly,2023-08-22,2043-08-22,Lapsed
POL004007,CUST001334,AGT0055,Term,1000000,16357.53,Half-Yearly,2025-05-01,2040-05-01,Active
POL004008,CUST001334,AGT0048,Money Back,1500000,14833.31,Half-Yearly,2025-07-10,2040-07-10,Active
POL004009,CUST003388,AGT0006,Whole Life,1000000,2019.71,Monthly,2022-02-15,2042-02-15,Active
POL004010,CUST003388,AGT0039,Term,10000000,64194.39,Quarterly,2022-02-23,2047-02-23,Active
POL004011,CUST000188,AGT0005,Whole Life,2000000,64949.86,Yearly,2025-07-07,2045-07-07,Surrendered
POL004012,CUST001476,AGT0016,Whole Life,500000,3710.98,Quarterly,2024-09-19,2044-09-19,Lapsed
POL004013,CUST002596,AGT0017,Money Back,2000000,40024.75,Yearly,2021-10-01,2036-10-01,Lapsed
POL004014,CUST000069,AGT0026,Term,5000000,12036.01,Monthly,2023-06-18,2043-06-18,Lapsed
POL004015,CUST001320,AGT0010,Whole Life,1000000,2463.2,Monthly,2023-07-24,2033-07-24,Active
POL004016,CUST001320,AGT0033,Term,500000,902.72,Monthly,2022-07-24,2042-07-24,Active
POL004017,CUST002614,AGT0024,Term,1500000,1589.02,Monthly,2022-07-24,2052-07-24,Lapsed
POL004018,CUST003218,AGT0011,Endowment,10000000,70326.4,Quarterly,2021-08-07,2046-08-07,Active
POL004019,CUST003218,AGT0029,Whole Life,-10000000,137111.74,Half-Yearly,2022-11-02,2037-11-02,Active
POL004020,CUST002381,AGT0050,Term,1500000,19128.65,Half-Yearly,2024-05-07,2044-05-07,Active
POL004021,CUST002705,AGT0007,Term,1000000,28269.52,Yearly,2022-12-17,2052-12-17,Active
POL004022,CUST001693,AGT0016,Money Back,1000000,957.4,Monthly,2026-04-27,2051-04-27,Active
POL004023,CUST002110,AGT0053,Term,1000000,25279.43,Yearly,2024-03-05,2039-03-05,Active
POL004024,CUST001947,AGT0035,Term,1000000,5759.19,Quarterly,2023-09-29,2033-09-29,Active
POL004025,CUST002811,AGT0005,ULIP,2000000,5132.61,Monthly,2025-11-17,2050-11-17,Lapsed
POL004026,CUST002533,AGT0027,Endowment,10000000,26394.16,Monthly,2023-12-08,2043-12-08,Active
POL004027,CUST001852,AGT0015,Whole Life,2000000,26739.25,Half-Yearly,2022-10-24,2042-10-24,Active
POL004028,CUST001852,AGT0056,ULIP,1500000,20018.37,Half-Yearly,2024-11-16,2039-11-16,Lapsed
POL004029,CUST003935,AGT0056,Whole Life,1000000,8258.34,Quarterly,2026-01-13,2036-01-13,Active
POL004030,CUST003935,AGT0055,Endowment,5000000,25880.54,Quarterly,2025-12-25,2040-12-25,Active
POL004031,CUST003935,AGT0013,Whole Life,5000000,65580.52,Yearly,2021-07-21,2051-07-21,Lapsed
POL004032,CUST001019,AGT0034,Money Back,10000000,122663.65,Half-Yearly,2023-07-17,2048-07-17,Active
POL004033,CUST003078,AGT0030,Whole Life,1500000,22707.48,Half-Yearly,2022-08-13,2047-08-13,Active
POL004034,CUST002865,AGT0036,Money Back,1000000,3141.59,Monthly,2025-03-02,2035-03-02,Active
POL004035,CUST001145,AGT0026,Term,5000000,15849.54,Monthly,2023-07-04,2053-07-04,Active
POL004036,CUST001145,AGT0021,ULIP,1500000,19716.07,Half-Yearly,2025-08-06,2035-08-06,Lapsed
POL004037,CUST002174,AGT0017,Term,500000,12297.23,Yearly,2024-03-13,2054-03-13,Active
POL004038,CUST000504,AGT0047,Whole Life,500000,2924.51,Quarterly,2022-09-18,2052-09-18,Lapsed
POL004039,CUST002466,AGT0049,Whole Life,2000000,67148.36,Yearly,2025-04-01,2040-04-01,Active
POL004040,CUST000106,AGT0027,Endowment,1000000,23280.57,Yearly,2025-09-07,2045-09-07,Lapsed
POL004041,CUST000569,AGT0045,Endowment,2000000,7343.25,Quarterly,2024-04-13,2054-04-13,Matured
POL004042,CUST000569,AGT0001,Whole Life,1000000,2373.66,Monthly,2023-03-29,2053-03-29,Active
POL004043,CUST000569,AGT0032,Endowment,1000000,8101.04,Half-Yearly,2023-03-22,2048-03-22,Matured
POL004044,CUST003563,AGT0021,ULIP,500000,1682.39,Quarterly,2023-05-28,2043-05-28,Active
POL004045,CUST001646,AGT0031,Term,1500000,12204.92,Quarterly,2023-01-03,2048-01-03,Active
POL004046,CUST001646,AGT0032,Money Back,2000000,3015.07,Monthly,2024-08-05,2039-08-05,Matured
POL004047,CUST002861,AGT0006,Whole Life,2000000,27418.01,Half-Yearly,2023-09-15,2033-09-15,Active
POL004048,CUST000013,AGT0029,ULIP,2000000,46150.23,Yearly,2022-02-27,2037-02-27,Active
POL004049,CUST000411,AGT0039,Money Back,1500000,51280.75,Yearly,2024-10-31,2054-10-31,Active
POL004050,CUST003989,AGT0041,ULIP,10000000,134940.55,Yearly,2025-07-31,2045-07-31,Active
POL004051,CUST000235,AGT0055,ULIP,1500000,17903.41,Yearly,2023-08-16,2043-08-16,Active
POL004052,CUST002502,AGT0016,Endowment,1500000,18243.11,Half-Yearly,2023-03-22,2048-03-22,Active
POL004053,CUST001551,AGT0029,Endowment,500000,3153.46,Quarterly,2023-10-14,2038-10-14,Active
POL004054,CUST001633,AGT0056,Term,5000000,99816.52,Yearly,2024-10-13,2034-10-13,Active
POL004055,CUST002725,AGT0004,Endowment,1000000,2431.46,Monthly,2025-10-12,2040-10-12,Active
POL004056,CUST001292,AGT0025,Term,1500000,24137.37,Half-Yearly,2025-12-04,2045-12-04,Active
POL004057,CUST001406,AGT0015,ULIP,1500000,23910.53,Half-Yearly,2022-12-07,2032-12-07,Active
POL004058,CUST002793,AGT0031,Endowment,1500000,13421.95,Quarterly,2025-03-30,2050-03-30,Lapsed
POL004059,CUST001519,AGT0004,Endowment,1000000,4352.22,Quarterly,2024-03-03,2054-03-03,Matured
POL004060,CUST001379,AGT0057,Whole Life,1500000,7933.42,Quarterly,2022-06-20,2037-06-20,Lapsed
POL004061,CUST001379,AGT0043,ULIP,5000000,94952.68,Half-Yearly,2022-11-23,2047-11-23,Lapsed
